ts,sat_raw,sat_smoothed,desired,current,predTTFT_s,actTTFT_s,actTPOT_s,req_total,ttft_viol,tpot_viol,running
22:11:52,0.340900900879611,1.6176587897755206,8,8,0.2964494056801656,0.30407791954814234,0.02554201161138182,28939,,,144
22:12:22,0.29808311476579463,1.2217860872726027,8,8,0.2912636018919553,0.3001396174107862,0.0236947563444911,29105,,,111
22:12:53,0.29808311476579463,1.2217860872726027,8,8,0.28904004169315406,0.2989037896345915,0.021665275828753505,29217,,,76
22:13:23,0.43228668192951486,0.9849362656696764,8,8,0.2831871956919601,0.2902195907537001,0.020802745413857557,29435,,,172
22:13:53,0.43228668192951486,0.9849362656696764,8,8,0.2848610606364761,0.29384649018676834,0.022894713498851135,29612,,,139
22:14:24,0.39994584239271785,0.8094391386865888,8,8,0.28813566471641283,0.2979766912199141,0.023137407533004403,29855,,,212
22:14:54,0.39994584239271785,0.8094391386865888,8,8,0.29139672971645925,0.30006743050241685,0.024980554736473634,30050,,,158
22:15:25,0.3813174580045049,0.6810026344819636,8,8,0.2926841820734147,0.3020067173716899,0.025205203665390995,30275,,,188
22:15:55,0.3813174580045049,0.6810026344819636,8,8,0.290381135591177,0.3002720863299084,0.024777276657123582,30486,,,172
22:16:26,0.24853273131843326,0.5512616635329044,8,8,0.29150901395769324,0.30102202751545315,0.02482776859366013,30682,,,151
22:16:56,0.24853273131843326,0.5512616635329044,8,8,0.29197887298917696,0.3017261760957827,0.024095301963065953,30904,,,180
22:17:26,0.2512037325920375,0.4612442842506443,8,8,0.29175487056469623,0.3000455431600955,0.024787102254221892,31121,,,178
22:17:57,0.2512037325920375,0.4612442842506443,8,8,0.29357072110036747,0.30195135081605806,0.02429016936151488,31241,,,67
22:18:27,0.2788399732795697,0.4065229909593219,7,8,0.2937654789597239,0.30210099202659696,0.022070130981393862,31401,,,159
22:18:58,0.2788399732795697,0.4065229909593219,7,8,0.2856490265752176,0.2920934408169036,0.022986752363958165,31623,,,200
22:19:28,0.35618715176562177,0.39142223920121183,7,8,0.2914570306615867,0.29775750035228005,0.025599459572733914,31918,,,228
22:19:58,0.35618715176562177,0.39142223920121183,7,8,0.2960635435488411,0.3053784343627206,0.02725903002862513,32165,,,217
22:20:29,0.26084677177444154,0.3522495989731807,6,8,0.29859499740584733,0.30677179859642484,0.0275311460045454,32404,,,219
22:20:59,0.2752881223031335,0.32916115597216655,5,7,0.29723045310701574,0.30427022414639,0.02711375519991684,32641,,,222
22:21:30,0.2752881223031335,0.32916115597216655,5,7,0.2965740407308597,0.3049458973139155,0.027762744673743817,32886,,,238
22:22:00,0.28054699642593534,0.3145769081082972,5,7,0.29841167135592594,0.30677450959100794,0.029300808002898755,33104,,,208
22:22:30,0.28054699642593534,0.3145769081082972,5,7,0.30058799696733324,0.3069918756218247,0.029068459917096605,33349,,,236
22:23:01,0.29334081404602697,0.3082060798896161,4,6,0.30082007555379725,0.30785212738084616,0.029942553368347186,33600,,,282
22:23:31,0.29334081404602697,0.3082060798896161,4,6,0.3040676876299886,0.31048621991864755,0.02886095543520409,33641,,,0
22:24:02,0.3218909809106263,0.31231155019591916,4,6,0.30423420289067543,0.3091229211724353,0.0260534870646965,33786,,,113
22:24:32,0.3218909809106263,0.31231155019591916,4,6,0.28469383163899903,0.29306254331487197,0.02226323023733482,33937,,,115
22:25:02,0.44716656363964796,0.3527680542290378,4,5,0.2868223555622321,0.2941164329998405,0.0231857815006178,34097,,,145
22:25:33,0.44716656363964796,0.3527680542290378,4,5,0.29199560258200874,0.3001849511302,0.025062628487882394,34269,,,143
22:26:03,0.2759785189695844,0.32973119365120174,4,5,0.297977603675626,0.30815293519320264,0.02693437359634875,34412,,,127
22:26:34,0.2759785189695844,0.32973119365120174,4,5,0.29972382956475485,0.30810082455977417,0.026688931541989758,34567,,,131
22:27:04,0.29339908330865455,0.31883156054843753,3,4,0.29749318970198885,0.30343149919674745,0.026066202399474082,34722,,,163
22:27:34,0.29339908330865455,0.31883156054843753,3,4,0.29663120717850683,0.3006530933929038,0.02833757065321712,34862,,,146
22:28:05,0.3177529948142857,0.318507990828192,3,4,0.30375169532878954,0.3076957429128325,0.03096696622679606,35020,,,183
22:28:35,0.3177529948142857,0.318507990828192,3,4,0.3089990418872658,0.312913654140621,0.03337109962252183,35140,,,135
22:29:06,0.36891897325683826,0.33363128555678584,3,4,0.3137632242836897,0.31594336768116127,0.030656020086896035,35171,,,31
22:29:36,0.36891897325683826,0.33363128555678584,3,4,0.29869570946153157,0.30150399750354295,0.022785338069644855,35273,,,78
22:30:06,0.2571949651624347,0.3107003894384805,3,3,0.2866639035099171,0.29044424383200934,0.02209929149168945,35359,,,76
22:30:37,0.2571949651624347,0.3107003894384805,3,3,0.2967933223207123,0.30160352256779954,0.024155196213177986,35442,,,69
22:31:07,0.2693135810120806,0.2982843469105605,3,3,0.299560683151888,0.3044394310439202,0.02556687207569865,35530,,,70
22:31:38,0.2693135810120806,0.2982843469105605,3,3,0.2955823225352074,0.3012661348691146,0.025705329863462637,35646,,,100
22:32:08,0.353738832588618,0.3149206926139777,3,3,0.30379567665727764,0.30890201194987577,0.02766333661348802,35742,,,89
22:32:38,0.353738832588618,0.3149206926139777,3,3,0.3075864811463595,0.3146043725793162,0.02766703568256132,35826,,,72
22:33:09,0.32482260559887904,0.3178912665094481,3,3,0.30338538129928017,0.31238556986639643,0.026710267443192163,35924,,,84
22:33:39,0.32482260559887904,0.3178912665094481,3,3,0.304373749850118,0.30965299486549064,0.02618408506421405,35999,,,62
22:34:10,0.3492142590715695,0.3272881642780845,3,3,0.3033773619265428,0.30637606654388466,0.02433027333839683,36040,,,4
22:34:40,0.3492142590715695,0.3272881642780845,3,3,0.30019098432705166,0.3039116702906498,0.022028478662623776,36040,,,0
22:35:10,0.3566261971198369,0.3360895741306102,3,3,NaN,NaN,NaN,36040,,,0
