ts,sat_raw,sat_smoothed,desired,current,predTTFT_s,actTTFT_s,actTPOT_s,req_total,ttft_viol,tpot_viol,running
03:39:11,0.3371631503516723,0.8687409952672553,8,8,0.2960790405945036,0.30565124870324206,0.027248983688337874,139843,,,194
03:39:41,0.3128500373172502,0.7019737078822538,8,8,0.2969474316954941,0.30537951116076306,0.026860438329687868,140089,,,224
03:40:11,0.3128500373172502,0.7019737078822538,8,8,0.2942547300777767,0.30212072651165556,0.027161754799489807,140327,,,210
03:40:42,0.3328234424461002,0.5912286282514077,8,8,0.2947241064264543,0.30457069104022083,0.027121449700553264,140573,,,225
03:41:12,0.3328234424461002,0.5912286282514077,8,8,0.297078356721869,0.3070951960419291,0.02464229054778719,140641,,,68
03:41:43,0.3004471245777863,0.5039941771493213,8,8,0.29442134304810674,0.3011076471222372,0.023161655714314246,140941,,,289
03:42:13,0.3004471245777863,0.5039941771493213,8,8,0.2930835153719368,0.30193214727175016,0.02912394644587653,141284,,,320
03:42:43,0.30244734756809094,0.44353012827495214,8,8,0.300974747839181,0.30998608864366917,0.03238590604340633,141606,,,389
03:43:14,0.30244734756809094,0.44353012827495214,8,8,0.3089987518547804,0.31582438671585483,0.03494172503634643,141923,,,375
03:43:44,0.35426774613777257,0.4167514136337982,7,8,0.31278322556089894,0.31943925202320095,0.03477936631282652,142220,,,336
03:44:15,0.35426774613777257,0.4167514136337982,7,8,0.3118738277978304,0.3169507940382127,0.033892428143522633,142506,,,325
03:44:45,0.3689007709509028,0.4023962208289295,7,8,0.306907053073055,0.3144946290868456,0.03286787318841008,142794,,,304
03:45:15,0.3689007709509028,0.4023962208289295,7,8,0.30438505900817564,0.31343343325210893,0.03222516660006636,143079,,,302
03:45:46,0.33007240692624207,0.38069907665812325,7,8,0.3032587888363366,0.31288618626525605,0.03170767981285272,143367,,,302
03:46:16,0.33007240692624207,0.38069907665812325,7,8,0.3033693370078066,0.31313917385510254,0.0319766495517,143697,,,377
03:46:47,0.3153419150914544,0.3610919281881226,6,8,0.3047139942458181,0.31465359944692023,0.03471108143254829,143991,,,403
03:47:17,0.3153419150914544,0.3610919281881226,6,8,0.30892233654049633,0.3205835209569421,0.03573917347257267,144173,,,181
03:47:47,0.36259421698923977,0.3615426148284577,6,7,0.31510108811068066,0.3248633133009912,0.03187711411877231,144240,,,64
03:48:18,0.36259421698923977,0.3615426148284577,6,7,0.28124643335118893,0.2907910563685,0.0189063517910181,144380,,,82
03:48:48,0.3131858319866095,0.34703557997590323,5,7,0.2820403135163105,0.2924637627244616,0.019872123881241988,144515,,,84
03:49:19,0.3131858319866095,0.34703557997590323,5,7,0.28332627351741274,0.2930677621775577,0.020212145505902595,144617,,,56
03:49:49,0.28157487817840177,0.32739736943665276,5,7,0.2863014865666628,0.2935284188349864,0.01948508443819741,144720,,,66
03:50:19,0.33835937682414735,0.3306859716529011,4,6,0.28484357740282196,0.29123856860873754,0.019805857319330225,144838,,,75
03:50:50,0.33835937682414735,0.3306859716529011,4,6,0.28521777388351804,0.29243890961614133,0.020526474452040654,144958,,,81
03:51:20,0.2776133026299524,0.3147641709460165,4,6,0.28643372037306747,0.2927863586526276,0.02033418504253506,145058,,,61
03:51:51,0.2776133026299524,0.3147641709460165,4,6,0.28549131454264,0.29398197668444326,0.020610381341152444,145185,,,103
03:52:21,0.2640531851848493,0.2995508752176663,3,5,0.28818285224887613,0.2962442432221443,0.022609041081532902,145310,,,103
03:52:51,0.2640531851848493,0.2995508752176663,3,5,0.29093894158851047,0.2975384379913497,0.024017182886574534,145458,,,123
03:53:22,0.28105717677702635,0.2940027656854743,3,5,0.2945799246817513,0.2990188311306707,0.024767658529029915,145584,,,107
03:53:52,0.28105717677702635,0.2940027656854743,3,5,0.2954197607974967,0.29882896362358463,0.02341194628164015,145613,,,26
03:54:23,0.26418330864166367,0.2850569285723311,3,4,0.2903340379520571,0.2930779447023933,0.021210431367426858,145646,,,15
03:54:53,0.26418330864166367,0.2850569285723311,3,4,0.28054067278974393,0.28452884077906926,0.016211186391704727,145680,,,20
03:55:23,0.20765470381731224,0.2618362611458254,3,4,0.28138642383062024,0.2863020370799032,0.016030698479831202,145703,,,12
03:55:54,0.20765470381731224,0.2618362611458254,3,4,0.2805233209275026,0.28471351346128027,0.016162158586336194,145743,,,26
